year_rank,year,song,reviewer,review,ranking,source_title,source
2021_53,2021,Send Me,Philip Sherburne,"Stripped to synthesizer, voice, and the occasional sullen drumbeat, Tirzah’s albumColourgradedemonstrates a self-protective restraint. “Send Me” is among the record’s most spartan songs: A single guitar figure is looped over a rickety hi-hat pattern, practically without variation, for four minutes. Over this skeletal frame, Tirzah asks for healing. “Send me sun at dawn/Gonna let it heal some more,” she sings softly, as though cooing a lullaby to her newborn; the lyrics are both tender and cryptic. Then, in the final 30 seconds, she steps on a stomp box, and all that palliative energy suddenly goes up in flames.",53,The 100 Best Songs of 2021,Pitchfork
2021_52,2021,Happier Than Ever,Olivia Horn,"For much of her sophomore album, Billie Eilish is subdued, rarely rising past a melodic whisper even when she’s spitting venom atstalkers,trolls, andabusers. At first, the record’s sprawling title track feels like more of the same: “Happier Than Ever” begins with wafty ukulele, twinkly keys, and Eilish’s cozy vibrato, her opening salvo so wistfully delivered that you almost miss its underlying spite. But midway through, Billie’s inner Alanis activates. She submits to rage and cranks the volume, summoning a torrent of fried guitar and muffled screams as she reams out an ex. “I don’t talk shit about you on the internet,” she wails, before proceeding to talk a whole lot of shit. It can be tempting to air your grievances online, but Eilish knows that her burns make better lyrics than tweets.",52,The 100 Best Songs of 2021,Pitchfork
2021_51,2021,Introvert,Veracia Ankrah,"“Introvert” is the opening in a chilling, fantastical score where Little Simz is the messiah tasked with preventing evil from ending the world. Rather than sheer gospel, the song plays like theme music for a champion boxer jogging into the ring before Michael Buffer announces, “Let’s get ready to rumble!”—except the match is taking place at a cathedral over the sounds of church horns and bells. Simz vigilantly defends her title–over 10 years in the game–with steady, precise jabs: “I see sinners in a church, I see sinners in a church.” Here, she embraces being a loner and continues throwing bows, even if it means bad manners in the house of the Lord.",51,The 100 Best Songs of 2021,Pitchfork
2021_50,2021,I Don’t Live Here Anymore,Sophie Kemp,"Adam Granduciel is looking back at the past and man, it looks so good. “I Don’t Live Here Anymore,” the sublime title track from the War on Drugs’ fifth record, is an anthem made for being covered in tanning oil on a roof while wearing aviators, or pumping your fist in the air from the back of a pickup truck. It’s iridescent, with varicolored synths and guitars as big as skyscrapers. He namedrops Dylan, and he sings about memory and how we all need to walk through “this darkness” on our own.There’s still a sense of sweet, sweet mystery in this life, he seems to say. It might sound corny, but he’s right.",50,The 100 Best Songs of 2021,Pitchfork
2021_49,2021,Kelso (Blue sky),Arjun Srivatsa,"On “Kelso (Blue sky),” Liz Harris chauffeurs us along the desolate road of her internal struggle. While driving home on a rural highway beside the Columbia River, Harris is consumed by fog. Between pensive hums, she expresses her discontent as the light disappears around her. The sky turns dark and so do her emotions as she sings, “Can't beliеve that I don't get to see you one morе time.” She wants to tell us she’s happy, but at night she can only tell the truth.",49,The 100 Best Songs of 2021,Pitchfork
2021_48,2021,Strawberry,Joshua Minsoo Kim,"Doss’ “Strawberry” begins with breath. It’s less like an inhalation that precedes singing and more like a sudden gasp for air, a sound befitting a track about realizing one’s self-worth. “Maybe this song believes you,” the New York musician whispers, as if revealing a secret. As her voice entwines with a sturdy beat, fairy-light synths, and the faintest hint of guitar fuzz, her anthropomorphizing feels like more than mere metaphor. Sound becomes a conduit for self-discovery—and for the revelation, “Maybe I could sing too.” “Strawberry” sits in a lineage of danceable shoegaze classics like “Soon” and “Pearl,” but it feels content with being simple,ephemeral: a refreshing morsel that’s unexpectedly life-giving.",48,The 100 Best Songs of 2021,Pitchfork
2021_47,2021,"Bzrp Music Sessions, Vol. 38",Gio Santiago,"Argentine rapper L-Gante’s “Bzrp Music Sessions, Vol. 38” is the sticky smash driving a new urbano style called Cumbia 420 that operates at the intersection of cumbia, reggaeton, and weed. Earlier this year, the fiendish track topped Argentina’s pop chart, and it’s easy to hear why: L-Gante’s immaculately sinister croak cuts through a beat that incorporates EDM bombast and an addictivebrrrrrpsound effect that could be sourced from a Hans Zimmer movie score. He whizzes through local slang, rapping about the partying and women that make him feel powerful. You don’t have to be a stoner to appreciate the song, but L-Gante’s call to light aporrowith him and let go is undeniable all the same.",47,The 100 Best Songs of 2021,Pitchfork
2021_46,2021,Tales From the Trash Stratum,Simon Reynolds,"The original “Trash Stratum,” on 2020’sMagic Oneohtrix Point Never, entwined distortion and euphony in familiar Dan Lopatin fashion. This year’s reinvention lovingly collages ’80s production motifs: pizzicato string flutters as fragrant as Enya, blobs of reverb-smudged piano that evoke Harold Budd, high-toned pings of bass that could be the Blue Nile orSeventeen Seconds. Like a bowerbird building a glittering nest, he succeeds in reeling in onetime Cocteau Twin Elizabeth Fraser. Fraser’s contributions—ASMR-triggering wisps of sibilant breath, chirruping syllables from a disintegrated lullaby—are closer to a diva’s warm-up exercises than an actual aria, and sometimes you long for her to take full-throated flight into song. But it’s lovely to hear the goth goddess brought into the glitchy 21st century.",46,The 100 Best Songs of 2021,Pitchfork
2021_45,2021,Good Ones,Cameron Cook,"“RIP hyperpop?” Charli XCX tweeted this summer, while teasing the release of this track. Charli’s forte has always been her deep understanding of pop music’s fickle undercurrents, and just as her sound was starting to become synonymous with vocoders and late ’90s/early ’00s nostalgia, she jumped ship to deliver the kind of dancefloor banger that forcibly lifts your soul straight out of your body and into the refracted light of a disco ball. Charli has spent the last decade shape-shifting from mainstream hitmaker to avant-garde darling; “Good Ones” sees her embarking on yet another chapter, winking at us with a rhinestone eyelash in the process.",45,The 100 Best Songs of 2021,Pitchfork
2021_44,2021,American tterroristt,Alphonse Pierre,"On this nearly 10-minute barrage, the rambling and unpredictable RXKNephew reels off enough nonsensical conspiracy theories to make Joe Rogan think:This guy is really onto something!The wildest ones—about the COVID vaccine causing mutations and dinosaurs discovering electricity before Benjamin Franklin—might stand out at first, but keep listening. I mean, points are made here: The Bible does have a lot of plot holes! Algebra is some bullshit! And let’s face it, they knew Kelly Clarkson would winAmerican Idolall along! You might not want to elect Nephew to any school boards, but hear him out.",44,The 100 Best Songs of 2021,Pitchfork
2021_43,2021,Peaches,Brian Josephs,"Justin Bieber’s sixth albumJusticewas a big leap from last year’sChangesbecause it broke out of the latter’s gnawingly inoffensive R&B to embrace Bieber’s multi-genre versatility. And yet, “Peaches,”Justice’s peak, is a pure R&B jam. At this point, Bieber has tossed so many bromides gesturing at a deep connection to faith and marital love, it’s become a defining quirk. But where words and MLK quotes fail on the album, “Peaches” hits because he leans on the sheer feeling of those aspirations. The swing of his delivery adds a shimmer to the production’s major-key bliss.",43,The 100 Best Songs of 2021,Pitchfork
2021_42,2021,Chaeri,Ashley Bardhan,"Over a grumbling synth loop, singer Mica Tenenbaum asks, “Was I a bad friend?” and “I’m sorry/Did you feel lonely?” But “Chaeri” isn’t quite an apology, and Tenenbaum isn’t above some finger-pointing of her own—she urges her dour ally to be just a little happier. This is the hard conversation you had last year and then replayed in your head until you got it right—except the song ends before that all happens. Magdalena Bay relishes in the ache of just remembering.",42,The 100 Best Songs of 2021,Pitchfork
